year,country,quarter,education_expenditure.total_gdp_percentage,education_expenditure.per_student_primary,education_expenditure.per_student_secondary,education_expenditure.per_student_tertiary,education_expenditure.research_development,education_expenditure.infrastructure_investment,education_expenditure.teacher_training_budget,education_expenditure.digital_resources_budget,education_expenditure.special_education_funding,education_participation.enrollment_rate_primary,education_participation.enrollment_rate_secondary,education_participation.enrollment_rate_tertiary,education_participation.dropout_rate,education_participation.international_student_percentage,education_participation.special_needs_student_integration,education_participation.adult_education_participation,education_participation.vocational_training_enrollment,education_quality.teacher_qualification_index,education_quality.average_class_size,education_quality.teaching_hours_yearly,education_quality.digital_learning_percentage,education_quality.student_satisfaction_score,education_quality.graduate_employment_rate,education_quality.research_publication_index,education_quality.international_ranking_score,education_resources.student_teacher_ratio_primary,education_resources.student_teacher_ratio_secondary,education_resources.teacher_salary_index,education_resources.digital_resources_investment,education_resources.classroom_technology_level,education_resources.library_resources_per_student,education_resources.laboratory_equipment_index,education_resources.sports_facilities_rating,last_updated,education_expenditure.total_gdp_percentage_normalized,education_expenditure.per_student_primary_normalized,education_expenditure.per_student_secondary_normalized,education_expenditure.per_student_tertiary_normalized,education_expenditure.research_development_normalized,education_resources.student_teacher_ratio_primary_normalized,education_resources.student_teacher_ratio_secondary_normalized,education_resources.teacher_salary_index_normalized,education_resources.digital_resources_investment_normalized,education_participation.enrollment_rate_primary_normalized,education_participation.enrollment_rate_secondary_normalized,education_participation.enrollment_rate_tertiary_normalized,education_participation.dropout_rate_normalized,education_quality.teacher_qualification_index_normalized,education_quality.average_class_size_normalized,education_quality.teaching_hours_yearly_normalized,education_quality.digital_learning_percentage_normalized,time_period,total_investment_per_student,overall_quality_score
2009,PT,Q1,5.97,8750,9635,10028,2.72,1573,516,600,1159,98.1,90.1,74.0,10.1,8.7,85.8,32.5,31.1,0.94,22,822,43,4.1,81.9,1.56,56,18.2,11.2,125,993,3.0,94,0.5,3.6,2024-12-14 14:21:57.371000,0.6566666666666666,0.5833333333333334,0.4088522130532633,0.005208333333333333,0.8133333333333335,0.7749999999999999,0.23999999999999985,0.5,0.986,0.36666666666666475,0.01249999999999929,0.96,0.51,0.96,0.4,0.11,0.43333333333333335,2009-Q1,9471.0,86.11694444444446
2009,RO,Q1,5.81,8093,8964,13568,1.66,1413,576,524,483,97.5,95.0,57.2,13.8,11.7,95.5,32.4,49.9,0.92,22,856,43,4.3,60.8,1.57,56,13.8,12.3,137,727,4.7,44,0.6,4.8,2024-12-14 14:21:57.371000,0.6033333333333332,0.36433333333333334,0.24106026506626657,0.7143429487179487,0.10666666666666662,0.2250000000000001,0.46000000000000013,0.74,0.454,0.16666666666666666,0.625,0.2880000000000001,0.8800000000000001,0.8800000000000003,0.4,0.28,0.43333333333333335,2009-Q1,10208.333333333334,87.21527777777779
2009,SK,Q1,5.02,7317,11213,12739,1.85,1971,484,868,567,98.1,97.4,54.4,11.0,18.7,89.4,36.1,26.0,0.93,18,889,52,4.4,75.5,0.81,76,19.3,10.2,103,546,3.7,58,0.71,4.2,2024-12-14 14:21:57.372000,0.33999999999999986,0.10566666666666667,0.8034508627156789,0.5482772435897436,0.2333333333333334,0.9125000000000001,0.039999999999999855,0.06,0.092,0.36666666666666475,0.9250000000000007,0.17599999999999993,0.6,0.9200000000000004,0.0,0.445,0.7333333333333333,2009-Q1,10423.0,93.22819444444444
2009,SI,Q1,6.06,8394,10437,14138,2.11,1259,295,326,401,98.7,96.0,50.1,9.4,2.1,95.1,22.2,27.2,0.76,24,973,35,4.7,63.4,0.85,76,13.1,15.0,105,629,1.1,48,0.72,1.0,2024-12-14 14:21:57.372000,0.6866666666666665,0.4646666666666667,0.6094023505876469,0.8285256410256411,0.40666666666666657,0.13749999999999996,1.0,0.1,0.258,0.5666666666666677,0.75,0.0040000000000000565,0.44000000000000006,0.2400000000000002,0.6,0.865,0.16666666666666666,2009-Q1,10989.666666666666,98.29847222222223
2009,ES,Q1,4.92,9690,9240,12645,2.81,838,271,461,956,97.1,90.7,74.1,11.7,9.6,78.7,26.4,40.8,0.71,27,869,35,3.6,67.5,1.8,81,17.2,10.3,132,871,2.9,65,0.77,4.0,2024-12-14 14:21:57.372000,0.30666666666666664,0.8966666666666666,0.31007751937984496,0.5294471153846154,0.8733333333333334,0.6499999999999999,0.060000000000000143,0.64,0.742,0.03333333333333144,0.08750000000000036,0.9639999999999997,0.6699999999999999,0.040000000000000036,0.9,0.345,0.16666666666666666,2009-Q1,10525.0,90.58847222222225
2009,SE,Q1,5.76,9832,8919,11567,2.55,1999,359,667,635,98.9,96.3,52.3,11.2,6.7,70.1,28.8,33.5,0.77,26,966,30,3.7,66.8,0.81,77,18.1,14.3,143,697,4.5,46,0.53,2.9,2024-12-14 14:21:57.372000,0.5866666666666666,0.944,0.22980745186296575,0.3135016025641026,0.6999999999999998,0.7625000000000002,0.8600000000000001,0.86,0.394,0.6333333333333352,0.7874999999999996,0.09199999999999989,0.6199999999999999,0.28000000000000025,0.8,0.83,0.0,2009-Q1,10106.0,97.74916666666665
2009,AT,Q2,4.54,9245,9403,11667,2.89,907,472,830,539,99.6,96.6,56.8,10.3,8.0,94.0,16.1,32.1,0.77,22,928,48,4.0,94.3,1.02,98,16.1,12.1,103,564,2.5,78,0.5,1.7,2024-12-14 14:21:57.373000,0.18000000000000002,0.7483333333333333,0.3508377094273568,0.33353365384615385,0.9266666666666667,0.5125000000000002,0.41999999999999993,0.06,0.128,0.8666666666666648,0.8249999999999993,0.2719999999999999,0.53,0.28000000000000025,0.4,0.64,0.6,2009-Q2,10105.0,99.83416666666666
2009,BE,Q2,5.64,7168,9351,12566,1.94,1372,437,493,1155,99.6,91.8,64.1,7.7,17.4,72.0,21.9,45.5,0.84,19,894,35,3.3,91.5,1.47,63,14.5,11.3,105,890,3.6,22,0.91,4.5,2024-12-14 14:21:57.373000,0.5466666666666665,0.056,0.33783445861465367,0.5136217948717948,0.2933333333333333,0.3125,0.2600000000000001,0.1,0.78,0.8666666666666648,0.22499999999999964,0.5639999999999997,0.27,0.56,0.1,0.47,0.16666666666666666,2009-Q2,9695.0,92.45055555555554
2009,BG,Q2,4.14,9783,9159,12142,2.97,1645,666,944,855,98.9,92.9,53.0,6.3,10.6,81.4,23.1,28.8,0.74,26,912,55,3.5,90.4,1.53,68,17.8,12.8,133,876,2.0,27,0.7,2.4,2024-12-14 14:21:57.373000,0.04666666666666656,0.9276666666666666,0.28982245561390346,0.4286858974358974,0.9800000000000001,0.7250000000000001,0.5600000000000002,0.66,0.752,0.6333333333333352,0.3625000000000007,0.12,0.12999999999999998,0.16000000000000014,0.8,0.56,0.8333333333333334,2009-Q2,10361.333333333334,96.62694444444445
2009,HR,Q2,4.83,7182,9060,11723,2.98,623,340,672,1152,99.7,93.9,55.4,8.0,8.4,72.3,35.1,45.2,0.8,23,866,41,3.2,74.7,1.95,54,19.3,12.2,123,866,2.8,22,0.64,5.0,2024-12-14 14:21:57.373000,0.27666666666666667,0.06066666666666667,0.2650662665666417,0.3447516025641026,0.9866666666666667,0.9125000000000001,0.43999999999999984,0.46,0.732,0.9000000000000009,0.4875000000000007,0.21599999999999994,0.3,0.40000000000000036,0.5,0.33,0.36666666666666664,2009-Q2,9321.666666666666,88.85388888888889
2009,CY,Q2,5.61,9816,8089,14578,2.9,1634,683,430,613,97.2,93.8,62.4,12.1,12.3,88.5,34.5,45.2,0.87,18,928,30,4.6,88.9,1.55,79,18.2,11.8,120,628,4.1,32,0.65,2.7,2024-12-14 14:21:57.374000,0.5366666666666667,0.9386666666666666,0.022255563890972743,0.9166666666666666,0.9333333333333332,0.7749999999999999,0.36000000000000015,0.4,0.256,0.06666666666666761,0.47499999999999964,0.49599999999999994,0.71,0.6800000000000002,0.0,0.64,0.0,2009-Q2,10827.666666666666,96.02000000000002
2009,CZ,Q2,4.63,8678,9468,10991,2.68,865,608,803,590,98.2,93.8,70.3,10.0,17.5,83.8,10.7,28.2,0.73,26,982,36,3.7,74.2,1.63,61,16.8,10.7,129,501,2.4,58,0.68,4.2,2024-12-14 14:21:57.374000,0.20999999999999996,0.5593333333333333,0.3670917729432358,0.19811698717948717,0.7866666666666667,0.6000000000000001,0.13999999999999985,0.58,0.002,0.40000000000000097,0.47499999999999964,0.8119999999999998,0.5,0.1200000000000001,0.8,0.91,0.2,2009-Q2,9712.333333333334,98.94083333333334
2009,DK,Q2,6.56,8376,8692,10403,2.67,1375,683,634,562,98.3,97.6,53.9,13.0,20.0,72.5,23.6,34.7,0.73,21,889,51,3.9,90.2,0.9,71,13.0,13.9,108,988,3.9,26,0.99,2.0,2024-12-14 14:21:57.374000,0.8533333333333332,0.45866666666666667,0.1730432608152038,0.08032852564102565,0.7799999999999999,0.125,0.78,0.16,0.976,0.4333333333333324,0.9499999999999993,0.15599999999999994,0.8,0.1200000000000001,0.3,0.445,0.7,2009-Q2,9157.0,94.10791666666665
2009,EE,Q2,4.44,8093,11442,12049,2.36,783,201,811,1001,100.0,92.4,62.7,8.0,9.7,74.8,39.8,26.1,0.73,28,925,41,3.8,83.5,1.78,74,19.3,10.3,104,606,3.6,35,0.87,1.3,2024-12-14 14:21:57.374000,0.1466666666666668,0.36433333333333334,0.8607151787946987,0.41005608974358976,0.5733333333333333,0.9125000000000001,0.060000000000000143,0.08,0.212,1.0,0.3000000000000007,0.5080000000000001,0.3,0.1200000000000001,1.0,0.625,0.36666666666666664,2009-Q2,10528.0,96.66013888888887
2009,FI,Q2,4.05,8201,9595,10732,2.64,1910,690,876,767,97.5,92.9,66.9,11.4,17.7,76.2,36.2,41.0,0.86,27,877,32,3.9,62.9,1.38,62,14.8,12.3,143,909,2.7,57,0.81,4.8,2024-12-14 14:21:57.374000,0.016666666666666607,0.4003333333333333,0.398849712428107,0.14623397435897437,0.7600000000000001,0.3500000000000001,0.46000000000000013,0.86,0.818,0.16666666666666666,0.3625000000000007,0.6760000000000003,0.64,0.6400000000000001,0.9,0.385,0.06666666666666667,2009-Q2,9509.333333333334,89.08597222222222
2009,FR,Q2,5.66,9993,8469,10883,2.22,1703,644,792,849,97.1,90.1,71.2,6.6,9.8,80.1,19.0,26.9,0.72,27,890,46,3.6,61.8,1.82,82,17.2,14.4,139,874,3.8,36,0.61,2.8,2024-12-14 14:21:57.375000,0.5533333333333333,0.9976666666666667,0.11727931982995748,0.1764823717948718,0.48000000000000015,0.6499999999999999,0.8800000000000001,0.78,0.748,0.03333333333333144,0.01249999999999929,0.8480000000000001,0.15999999999999998,0.08000000000000007,0.9,0.45,0.5333333333333333,2009-Q2,9781.666666666666,92.90861111111111
2009,DE,Q2,4.01,8914,9440,12659,1.79,586,511,464,551,97.2,95.9,55.4,9.4,17.6,97.3,25.3,23.9,0.92,27,942,60,4.5,74.6,0.51,76,16.6,11.6,108,657,3.5,21,0.61,1.8,2024-12-14 14:21:57.375000,0.0033333333333332624,0.638,0.3600900225056264,0.5322516025641025,0.19333333333333336,0.5750000000000002,0.31999999999999995,0.16,0.314,0.06666666666666761,0.7375000000000007,0.21599999999999994,0.44000000000000006,0.8800000000000003,0.9,0.71,1.0,2009-Q2,10337.666666666666,99.08500000000002
2009,GR,Q2,5.62,8604,10530,13735,1.99,1854,623,335,433,98.2,94.5,58.3,10.1,17.9,73.2,33.9,39.9,0.74,20,915,37,3.4,63.8,1.82,86,12.3,15.0,132,953,4.3,48,0.88,2.1,2024-12-14 14:21:57.375000,0.54,0.5346666666666666,0.6326581645411353,0.7477964743589743,0.32666666666666666,0.03750000000000009,1.0,0.64,0.906,0.40000000000000097,0.5625,0.3319999999999999,0.51,0.16000000000000014,0.2,0.575,0.23333333333333334,2009-Q2,10956.333333333334,94.07736111111113
2009,HU,Q2,6.19,9387,11654,10727,2.38,1377,664,819,943,99.6,90.1,74.5,13.8,6.7,77.5,17.7,47.4,0.94,25,962,42,3.7,83.5,1.35,52,16.4,14.1,146,837,3.8,49,0.53,3.3,2024-12-14 14:21:57.375000,0.7300000000000001,0.7956666666666666,0.913728432108027,0.1452323717948718,0.5866666666666666,0.5499999999999998,0.82,0.92,0.674,0.8666666666666648,0.01249999999999929,0.98,0.8800000000000001,0.96,0.7,0.81,0.4,2009-Q2,10589.333333333334,97.78000000000002
2009,IE,Q2,5.01,7456,11121,13309,2.14,658,758,428,900,97.2,93.0,61.4,14.3,17.5,80.0,34.9,38.4,0.82,26,966,42,4.4,90.6,0.55,87,20.0,12.3,148,684,3.3,79,0.64,1.3,2024-12-14 14:21:57.375000,0.3366666666666666,0.152,0.7804451112778195,0.6624599358974359,0.42666666666666675,1.0,0.46000000000000013,0.96,0.368,0.06666666666666761,0.375,0.45599999999999996,0.93,0.48,0.8,0.83,0.4,2009-Q2,10628.666666666666,101.65666666666668
2009,IT,Q2,4.07,7755,11173,14847,2.55,1693,684,583,638,99.3,92.8,59.4,5.8,18.7,77.9,17.9,30.5,0.94,19,856,54,3.0,73.8,1.76,62,14.1,11.3,134,633,1.8,80,0.75,2.2,2024-12-14 14:21:57.375000,0.023333333333333428,0.25166666666666665,0.7934483620905226,0.9705528846153846,0.6999999999999998,0.26249999999999996,0.2600000000000001,0.68,0.266,0.7666666666666657,0.34999999999999964,0.37599999999999995,0.07999999999999999,0.96,0.1,0.28,0.8,2009-Q2,11258.333333333334,89.38666666666666
2009,LV,Q2,6.25,9895,9414,13585,2.78,1292,673,632,837,97.5,90.6,64.6,13.9,14.6,93.4,29.9,39.9,0.72,20,913,50,4.3,93.9,0.53,54,16.5,14.1,128,517,4.5,56,0.72,2.6,2024-12-14 14:21:57.375000,0.75,0.965,0.3535883970992748,0.7177483974358975,0.8533333333333332,0.5625,0.82,0.56,0.034,0.16666666666666666,0.07499999999999929,0.5839999999999997,0.89,0.08000000000000007,0.2,0.565,0.6666666666666666,2009-Q2,10964.666666666666,94.8301388888889
2009,LT,Q2,6.12,9049,11759,10532,2.24,1562,412,596,521,99.0,97.2,60.3,13.7,16.3,89.7,29.7,48.4,0.85,26,875,58,4.1,94.5,1.96,98,12.8,14.6,131,501,3.0,26,0.8,4.7,2024-12-14 14:21:57.376000,0.7066666666666667,0.683,0.9399849962490623,0.10616987179487179,0.49333333333333346,0.10000000000000009,0.9199999999999999,0.62,0.002,0.6666666666666666,0.9000000000000004,0.41199999999999987,0.8699999999999999,0.6000000000000001,0.8,0.375,0.9333333333333333,2009-Q2,10446.666666666666,96.7598611111111
2009,LU,Q2,6.95,8487,9515,13119,1.81,1576,206,728,828,99.9,97.9,65.7,12.6,4.1,75.4,34.9,33.1,0.88,20,949,60,4.5,72.1,0.56,56,17.7,12.8,147,500,1.7,56,0.73,2.3,2024-12-14 14:21:57.376000,0.9833333333333334,0.49566666666666664,0.37884471117779445,0.6243990384615384,0.2066666666666667,0.7124999999999999,0.5600000000000002,0.94,0.0,0.9666666666666686,0.9875000000000007,0.6280000000000001,0.76,0.7200000000000002,0.2,0.745,1.0,2009-Q2,10373.666666666666,97.14208333333333
2009,MT,Q2,6.99,8271,9025,12283,2.54,788,477,570,807,99.0,94.2,65.8,14.6,5.2,89.8,13.6,43.1,0.9,28,975,35,4.2,74.2,1.9,50,15.0,14.3,147,950,1.5,73,0.89,4.9,2024-12-14 14:21:57.376000,0.9966666666666667,0.4236666666666667,0.2563140785196299,0.45693108974358976,0.6933333333333334,0.375,0.8600000000000001,0.94,0.9,0.6666666666666666,0.5250000000000004,0.6319999999999999,0.96,0.8000000000000003,1.0,0.875,0.16666666666666666,2009-Q2,9859.666666666666,97.67013888888891
2009,NL,Q2,6.76,8180,10655,12152,2.43,697,328,683,1186,97.9,93.9,64.0,7.9,14.4,83.1,20.1,22.1,0.93,21,989,59,3.6,90.7,0.67,91,17.3,12.5,116,764,3.1,74,0.99,2.2,2024-12-14 14:21:57.376000,0.9199999999999999,0.3933333333333333,0.6639159789947486,0.4306891025641026,0.6200000000000001,0.6625000000000001,0.5,0.32,0.528,0.3000000000000019,0.4875000000000007,0.56,0.29000000000000004,0.9200000000000004,0.3,0.945,0.9666666666666667,2009-Q2,10329.0,104.91930555555554
2009,PL,Q2,6.93,7052,11100,14816,1.56,1747,288,754,1015,97.4,91.6,52.9,7.2,13.8,87.0,34.1,29.2,0.75,24,879,60,4.1,69.3,0.95,52,13.6,11.5,100,737,3.9,57,0.58,2.2,2024-12-14 14:21:57.376000,0.9766666666666666,0.017333333333333333,0.7751937984496124,0.9643429487179487,0.040000000000000036,0.19999999999999996,0.3,0.0,0.474,0.13333333333333522,0.1999999999999993,0.11599999999999994,0.22000000000000003,0.20000000000000018,0.6,0.395,1.0,2009-Q2,10989.333333333334,91.02458333333334
2009,PT,Q2,6.13,8522,11346,14772,2.48,638,580,852,957,97.1,90.1,64.9,9.3,13.5,95.5,10.5,27.7,0.84,21,910,38,4.2,63.1,0.8,67,13.6,13.5,122,838,3.3,77,0.75,4.0,2024-12-14 14:21:57.377000,0.71,0.5073333333333333,0.8367091772943236,0.9555288461538461,0.6533333333333333,0.19999999999999996,0.7,0.44,0.676,0.03333333333333144,0.01249999999999929,0.5960000000000002,0.43000000000000005,0.56,0.3,0.55,0.26666666666666666,2009-Q2,11546.666666666666,92.21805555555555
2009,RO,Q2,6.99,9107,9131,13915,1.91,1780,216,396,474,97.4,97.0,64.4,14.8,19.0,72.8,22.7,45.2,0.85,22,912,59,4.4,75.2,1.01,55,15.9,13.2,102,897,2.1,39,0.7,2.8,2024-12-14 14:21:57.377000,0.9966666666666667,0.7023333333333334,0.2828207051762941,0.7838541666666666,0.27333333333333326,0.48750000000000004,0.6399999999999999,0.04,0.794,0.13333333333333522,0.875,0.5760000000000002,0.9800000000000001,0.6000000000000001,0.4,0.56,0.9666666666666667,2009-Q2,10717.666666666666,94.33222222222223
2009,SK,Q2,6.07,9449,11278,10055,2.31,783,431,732,476,98.9,91.6,69.4,14.7,19.6,95.0,25.6,30.1,0.72,26,809,38,3.3,74.9,1.19,99,18.3,14.4,103,509,1.1,36,0.8,2.4,2024-12-14 14:21:57.377000,0.6900000000000001,0.8163333333333334,0.8197049262315579,0.01061698717948718,0.54,0.7875000000000001,0.8800000000000001,0.06,0.018,0.6333333333333352,0.1999999999999993,0.7760000000000002,0.97,0.08000000000000007,0.8,0.045,0.26666666666666666,2009-Q2,10260.666666666666,87.77513888888889
2009,SI,Q2,6.01,7454,11113,12537,2.0,1511,679,520,667,97.9,90.1,60.2,10.4,19.1,92.9,35.4,39.0,0.76,20,926,55,4.2,61.0,1.53,82,18.4,13.2,144,696,1.7,58,0.74,1.0,2024-12-14 14:21:57.377000,0.6699999999999999,0.15133333333333332,0.7784446111527882,0.5078125,0.3333333333333333,0.7999999999999998,0.6399999999999999,0.88,0.392,0.3000000000000019,0.01249999999999929,0.40800000000000014,0.54,0.2400000000000002,0.2,0.63,0.8333333333333334,2009-Q2,10368.0,96.03277777777778
2009,ES,Q2,4.62,7898,9864,13754,1.95,927,767,878,1155,98.4,91.7,73.2,13.8,10.9,78.8,24.0,26.1,0.82,23,807,42,4.8,83.6,0.52,51,15.9,15.0,143,890,2.0,51,0.86,3.6,2024-12-14 14:21:57.377000,0.2066666666666667,0.29933333333333334,0.4661165291322831,0.7516025641025641,0.3,0.48750000000000004,1.0,0.86,0.78,0.46666666666666856,0.21250000000000036,0.9280000000000002,0.8800000000000001,0.48,0.5,0.035,0.4,2009-Q2,10505.333333333334,84.51291666666667
2009,SE,Q2,6.32,8953,10991,10219,2.95,1260,377,774,729,98.1,91.0,61.5,13.3,4.5,80.5,29.5,45.3,0.91,27,800,52,4.6,79.0,1.52,70,16.3,14.0,102,728,3.4,87,0.98,2.9,2024-12-14 14:21:57.377000,0.7733333333333334,0.651,0.7479369842460615,0.04346955128205128,0.9666666666666668,0.5375000000000001,0.8,0.04,0.456,0.36666666666666475,0.125,0.46,0.8300000000000001,0.8400000000000003,0.9,0.0,0.7333333333333333,2009-Q2,10054.333333333334,86.45861111111111
2009,AT,Q3,4.37,8326,11565,12050,2.72,1278,353,594,708,97.1,95.1,54.9,12.0,12.7,85.4,34.5,20.7,0.78,25,988,49,4.1,61.9,1.54,94,17.0,13.2,116,878,4.9,30,0.66,3.3,2024-12-14 14:21:57.378000,0.12333333333333336,0.442,0.8914728682170543,0.41025641025641024,0.8133333333333335,0.625,0.6399999999999999,0.32,0.756,0.03333333333333144,0.6374999999999993,0.19599999999999995,0.7,0.3200000000000003,0.7,0.94,0.6333333333333333,2009-Q3,10647.0,102.24277777777779
2009,BE,Q3,5.86,7161,9756,12435,2.79,1930,768,660,1068,98.4,92.4,58.8,6.1,9.5,92.0,38.9,40.0,0.94,24,969,54,4.8,85.3,1.64,63,13.6,12.8,118,969,2.4,52,0.5,1.7,2024-12-14 14:21:57.378000,0.6200000000000001,0.05366666666666667,0.4391097774443611,0.4873798076923077,0.86,0.19999999999999996,0.5600000000000002,0.36,0.938,0.46666666666666856,0.3000000000000007,0.35199999999999987,0.10999999999999996,0.96,0.6,0.845,0.8,2009-Q3,9784.0,100.49041666666666
2009,BG,Q3,4.13,8982,9400,14765,2.93,1117,774,820,1179,99.7,93.8,54.9,7.7,7.1,79.5,16.2,27.1,0.9,26,969,39,4.0,88.8,1.62,67,17.0,14.9,111,941,1.6,32,1.0,1.9,2024-12-14 14:21:57.378000,0.0433333333333333,0.6606666666666666,0.3500875218804701,0.9541266025641025,0.9533333333333335,0.625,0.9800000000000001,0.22,0.882,0.9000000000000009,0.47499999999999964,0.19599999999999995,0.27,0.8000000000000003,0.8,0.845,0.3,2009-Q3,11049.0,99.92208333333332
2009,HR,Q3,6.84,8711,11550,12435,3.0,1427,673,601,1057,98.6,93.7,63.6,13.9,13.3,73.2,11.3,33.0,0.78,19,968,54,4.3,91.5,0.58,60,18.8,10.4,134,885,4.6,81,0.65,1.0,2024-12-14 14:21:57.378000,0.9466666666666667,0.5703333333333334,0.8877219304826206,0.4873798076923077,1.0,0.8500000000000001,0.08000000000000007,0.68,0.77,0.5333333333333314,0.46250000000000036,0.544,0.89,0.3200000000000003,0.1,0.84,0.8,2009-Q3,10898.666666666666,100.0183333333333
2009,CY,Q3,6.22,8828,10395,14547,2.55,1245,510,777,483,98.7,93.7,69.1,9.5,3.3,84.4,15.3,46.9,0.82,19,939,56,4.7,66.3,1.25,84,12.7,10.6,126,987,2.6,94,0.63,1.7,2024-12-14 14:21:57.378000,0.7399999999999999,0.6093333333333333,0.5988997249312328,0.9104567307692307,0.6999999999999998,0.08749999999999991,0.11999999999999993,0.52,0.974,0.5666666666666677,0.46250000000000036,0.7639999999999998,0.45,0.48,0.1,0.695,0.8666666666666667,2009-Q3,11256.666666666666,97.76763888888888
2009,CZ,Q3,5.94,8453,11741,11802,2.95,1499,788,784,438,98.4,95.5,64.6,13.3,4.7,92.2,15.2,35.0,0.93,26,928,39,4.7,83.0,1.92,63,16.4,14.4,136,651,4.9,22,0.64,1.7,2024-12-14 14:21:57.379000,0.6466666666666668,0.48433333333333334,0.9354838709677419,0.3605769230769231,0.9666666666666668,0.5499999999999998,0.8800000000000001,0.72,0.302,0.46666666666666856,0.6875,0.5839999999999997,0.8300000000000001,0.9200000000000004,0.8,0.64,0.3,2009-Q3,10665.333333333334,95.76750000000003
2009,DK,Q3,4.52,9776,11603,11339,3.0,1307,608,419,962,99.5,93.5,50.3,6.9,11.7,79.1,20.1,45.7,0.77,21,986,33,5.0,60.2,1.99,75,17.0,12.1,139,726,3.5,45,0.83,3.1,2024-12-14 14:21:57.379000,0.1733333333333332,0.9253333333333333,0.9009752438109527,0.26782852564102566,1.0,0.625,0.41999999999999993,0.78,0.452,0.8333333333333334,0.4375,0.011999999999999886,0.19000000000000003,0.28000000000000025,0.3,0.93,0.1,2009-Q3,10906.0,98.71416666666666
2009,EE,Q3,4.16,8796,10776,12826,1.89,1820,401,424,651,99.0,91.2,70.6,9.5,11.1,93.0,30.1,29.5,0.95,25,873,43,4.5,80.9,1.48,58,18.8,10.0,104,861,1.8,34,0.89,3.7,2024-12-14 14:21:57.379000,0.05333333333333338,0.5986666666666667,0.6941735433858465,0.5657051282051282,0.25999999999999995,0.8500000000000001,0.0,0.08,0.722,0.6666666666666666,0.15000000000000036,0.8239999999999997,0.45,1.0,0.7,0.365,0.43333333333333335,2009-Q3,10799.333333333334,90.77736111111113
2009,FI,Q3,4.62,9510,11710,12612,1.51,824,387,938,987,100.0,91.7,68.3,8.4,14.5,94.2,35.6,24.2,0.76,22,971,58,4.3,91.6,1.11,86,16.8,12.6,120,847,3.4,57,0.61,3.2,2024-12-14 14:21:57.379000,0.2066666666666667,0.8366666666666667,0.9277319329832459,0.5228365384615384,0.006666666666666672,0.6000000000000001,0.5199999999999999,0.4,0.694,1.0,0.21250000000000036,0.7319999999999999,0.34,0.2400000000000002,0.4,0.855,0.9333333333333333,2009-Q3,11277.333333333334,103.09986111111111
2009,FR,Q3,4.58,7553,9987,14013,2.0,841,248,413,871,97.9,95.9,65.5,14.9,2.2,73.3,13.4,49.4,0.86,26,901,52,3.0,81.6,1.11,52,18.7,13.4,113,651,3.6,90,0.65,2.6,2024-12-14 14:21:57.379000,0.19333333333333336,0.18433333333333332,0.49687421855463865,0.8034855769230769,0.3333333333333333,0.8374999999999999,0.68,0.26,0.302,0.3000000000000019,0.7375000000000007,0.62,0.99,0.6400000000000001,0.8,0.505,0.7333333333333333,2009-Q3,10517.666666666666,93.35402777777779
2009,DE,Q3,5.08,9496,11976,11607,1.61,1405,331,882,1113,99.0,91.2,63.4,13.6,16.7,70.3,35.7,20.0,0.82,27,834,33,3.8,93.9,1.26,60,19.4,14.9,136,557,4.2,48,0.55,3.4,2024-12-14 14:21:57.379000,0.36000000000000004,0.832,0.9942485621405351,0.3215144230769231,0.0733333333333334,0.9249999999999998,0.9800000000000001,0.72,0.114,0.6666666666666666,0.15000000000000036,0.5359999999999999,0.86,0.48,0.9,0.17,0.1,2009-Q3,11026.333333333334,87.9525
2009,GR,Q3,5.7,9093,10295,10200,2.94,1726,625,539,438,97.5,93.6,58.9,12.8,6.5,78.4,26.9,35.5,0.76,22,915,57,3.2,92.1,1.97,94,14.2,13.6,107,709,4.6,70,0.88,2.5,2024-12-14 14:21:57.380000,0.5666666666666668,0.6976666666666667,0.5738934733683421,0.039663461538461536,0.96,0.2749999999999999,0.72,0.14,0.418,0.16666666666666666,0.4499999999999993,0.3559999999999999,0.78,0.2400000000000002,0.4,0.575,0.9,2009-Q3,9862.666666666666,99.01208333333335
2009,HU,Q3,4.2,7147,9175,12859,1.62,929,468,560,847,100.0,91.9,73.1,9.7,13.7,96.9,39.5,48.9,0.88,23,932,58,3.6,76.7,0.9,65,18.1,14.0,102,831,1.7,35,0.51,3.3,2024-12-14 14:21:57.380000,0.06666666666666672,0.049,0.29382345586396597,0.5723157051282052,0.08000000000000007,0.7625000000000002,0.8,0.04,0.662,1.0,0.2375000000000007,0.9239999999999998,0.4699999999999999,0.7200000000000002,0.5,0.66,0.9333333333333333,2009-Q3,9727.0,96.90777777777781
2009,IE,Q3,4.61,8615,10298,13420,2.37,1247,309,433,994,98.4,95.1,60.8,13.0,13.6,77.3,33.0,23.8,0.77,23,806,43,4.7,71.2,0.64,61,14.7,11.0,129,599,3.1,25,0.67,2.5,2024-12-14 14:21:57.380000,0.20333333333333345,0.5383333333333333,0.5746436609152288,0.6846955128205128,0.5800000000000001,0.3374999999999999,0.2,0.58,0.198,0.46666666666666856,0.6374999999999993,0.4319999999999999,0.8,0.28000000000000025,0.5,0.03,0.43333333333333335,2009-Q3,10777.666666666666,84.2961111111111
